"station1","station2","connected"
"Madeleine","Mairie de Montrouge",FALSE
"Richelieu - Drouot","Mairie de Montrouge",FALSE
"Grands Boulevards","Mairie de Montrouge",FALSE
"Bonne Nouvelle","Mairie de Montrouge",FALSE
"Filles du Calvaire","Mairie de Montrouge",FALSE
"Saint-Sébastien - Froissart","Mairie de Montrouge",FALSE
"Ledru-Rollin","Mairie de Montrouge",FALSE
"Faidherbe - Chaligny","Mairie de Montrouge",FALSE
"Montgallet","Mairie de Montrouge",FALSE
"Michel Bizot","Mairie de Montrouge",FALSE
"Porte Dorée","Mairie de Montrouge",FALSE
"Porte de Charenton","Mairie de Montrouge",FALSE
"Liberté","Mairie de Montrouge",FALSE
"Charenton - Écoles","Mairie de Montrouge",FALSE
"École Vétérinaire de Maisons-Alfort","Mairie de Montrouge",FALSE
"Maisons-Alfort - Stade","Mairie de Montrouge",FALSE
"Maisons-Alfort - Les Juilliottes","Mairie de Montrouge",FALSE
"Créteil - L'Échat","Mairie de Montrouge",FALSE
"Créteil - Université","Mairie de Montrouge",FALSE
"Créteil - Préfecture","Mairie de Montrouge",FALSE
"Pont de Sèvres","Mairie de Montrouge",FALSE
"Billancourt","Mairie de Montrouge",FALSE
"Marcel Sembat","Mairie de Montrouge",FALSE
"Porte de Saint-Cloud","Mairie de Montrouge",FALSE
"Exelmans","Mairie de Montrouge",FALSE
"Michel-Ange - Molitor","Mairie de Montrouge",FALSE
"Michel-Ange - Auteuil","Mairie de Montrouge",FALSE
"Jasmin","Mairie de Montrouge",FALSE
"Ranelagh","Mairie de Montrouge",FALSE
"La Muette","Mairie de Montrouge",FALSE
"Rue de la Pompe","Mairie de Montrouge",FALSE
"Iéna","Mairie de Montrouge",FALSE
"Alma - Marceau","Mairie de Montrouge",FALSE
"Saint-Philippe du Roule","Mairie de Montrouge",FALSE
"Miromesnil","Mairie de Montrouge",FALSE
"Saint-Augustin","Mairie de Montrouge",FALSE
"Rue des Boulets","Mairie de Montrouge",FALSE
"Buzenval","Mairie de Montrouge",FALSE
"Maraîchers","Mairie de Montrouge",FALSE
"Porte de Montreuil","Mairie de Montrouge",FALSE
"Robespierre","Mairie de Montrouge",FALSE
"Croix de Chavaux","Mairie de Montrouge",FALSE
"Mairie de Montreuil","Mairie de Montrouge",FALSE
"Boulogne - Pont de Saint-Cloud","Mairie de Montrouge",FALSE
"Boulogne - Jean Jaurès","Mairie de Montrouge",FALSE
"Chardon-Lagache","Mairie de Montrouge",FALSE
"Église d'Auteuil","Mairie de Montrouge",FALSE
"Mirabeau","Mairie de Montrouge",FALSE
"Javel - André Citroën","Mairie de Montrouge",FALSE
"Charles Michels","Mairie de Montrouge",FALSE
"Avenue Émile Zola","Mairie de Montrouge",FALSE
"Ségur","Mairie de Montrouge",FALSE
"Duroc","Mairie de Montrouge",FALSE
"Vaneau","Mairie de Montrouge",FALSE
"Sèvres - Babylone","Mairie de Montrouge",FALSE
"Mabillon","Mairie de Montrouge",FALSE
"Cluny - La Sorbonne","Mairie de Montrouge",FALSE
"Maubert - Mutualité","Mairie de Montrouge",FALSE
"Cardinal Lemoine","Mairie de Montrouge",FALSE
"Rambuteau","Mairie de Montrouge",FALSE
"Goncourt","Mairie de Montrouge",FALSE
"Pyrénées","Mairie de Montrouge",FALSE
"Jourdain","Mairie de Montrouge",FALSE
"Place des Fêtes","Mairie de Montrouge",FALSE
"Télégraphe","Mairie de Montrouge",FALSE
"Porte des Lilas","Mairie de Montrouge",FALSE
"Mairie des Lilas","Mairie de Montrouge",FALSE
"Serge Gainsbourg","Mairie de Montrouge",FALSE
"Romainville - Carnot","Mairie de Montrouge",FALSE
"Montreuil - Hôpital","Mairie de Montrouge",FALSE
"La Dhuys","Mairie de Montrouge",FALSE
"Coteaux - Beauclair","Mairie de Montrouge",FALSE
"Rosny-Bois-Perrier","Mairie de Montrouge",FALSE
"Aubervilliers - Front Populaire","Mairie de Montrouge",FALSE
"Porte de la Chapelle","Mairie de Montrouge",FALSE
"Marx Dormoy","Mairie de Montrouge",FALSE
"Jules Joffrin","Mairie de Montrouge",FALSE
"Lamarck - Caulaincourt","Mairie de Montrouge",FALSE
"Abbesses","Mairie de Montrouge",FALSE
"Saint-Georges","Mairie de Montrouge",FALSE
"Notre-Dame-de-Lorette","Mairie de Montrouge",FALSE
"Trinité - d'Estienne d'Orves","Mairie de Montrouge",FALSE
"Assemblée Nationale","Mairie de Montrouge",FALSE
"Solférino","Mairie de Montrouge",FALSE
"Rue du Bac","Mairie de Montrouge",FALSE
"Rennes","Mairie de Montrouge",FALSE
"Notre-Dame-des-Champs","Mairie de Montrouge",FALSE
"Falguière","Mairie de Montrouge",FALSE
"Volontaires","Mairie de Montrouge",FALSE
"Vaugirard","Mairie de Montrouge",FALSE
"Convention","Mairie de Montrouge",FALSE
"Porte de Versailles","Mairie de Montrouge",FALSE
"Corentin Celton","Mairie de Montrouge",FALSE
"Mairie d'Issy","Mairie de Montrouge",FALSE
"Saint-Denis – Pleyel","Mairie de Montrouge",FALSE
"Mairie de Saint-Ouen","Mairie de Montrouge",FALSE
"Porte de Clichy","Mairie de Montrouge",FALSE
"Pont Cardinet","Mairie de Montrouge",FALSE
"Cour Saint-Émilion","Mairie de Montrouge",FALSE
"Bibliothèque François Mitterrand","Mairie de Montrouge",FALSE
"Olympiades","Mairie de Montrouge",FALSE
" Hôpital Bicêtre","Mairie de Montrouge",FALSE
"Villejuif – Gustave Roussy","Mairie de Montrouge",FALSE
"L'Haÿ-les-Roses","Mairie de Montrouge",FALSE
"Chevilly-Larue","Mairie de Montrouge",FALSE
"Thiais-Orly","Mairie de Montrouge",FALSE
"Aéroport d'Orly","Mairie de Montrouge",FALSE
"Saint-Fargeau","Mairie de Montrouge",FALSE
"Pelleport","Mairie de Montrouge",FALSE
"Bolivar","Mairie de Montrouge",FALSE
"Buttes Chaumont","Mairie de Montrouge",FALSE
"Botzaris","Mairie de Montrouge",FALSE
"Pré Saint-Gervais","Mairie de Montrouge",FALSE
"Danube","Mairie de Montrouge",FALSE
"La Fourche","Mairie de Montrouge",FALSE
"Liège","Mairie de Montrouge",FALSE
"Champs-Élysées – Clemenceau","Mairie de Montrouge",FALSE
"Varenne","Mairie de Montrouge",FALSE
"Saint-François-Xavier","Mairie de Montrouge",FALSE
"Montparnasse – Bienvenüe","Mairie de Montrouge",FALSE
"Gaîté","Mairie de Montrouge",FALSE
"Pernety","Mairie de Montrouge",FALSE
"Plaisance","Mairie de Montrouge",FALSE
"Porte de Vanves","Mairie de Montrouge",FALSE
"Malakoff – Plateau de Vanves","Mairie de Montrouge",FALSE
"Malakoff – Rue Étienne Dolet","Mairie de Montrouge",FALSE
"Châtillon – Montrouge","Mairie de Montrouge",FALSE
"Brochant","Mairie de Montrouge",FALSE
"Mairie de Clichy","Mairie de Montrouge",FALSE
"Gabriel Péri","Mairie de Montrouge",FALSE
"Les Agnettes","Mairie de Montrouge",FALSE
"Les Courtilles","Mairie de Montrouge",FALSE
"Guy Môquet","Mairie de Montrouge",FALSE
"Porte de Saint-Ouen","Mairie de Montrouge",FALSE
"Garibaldi","Mairie de Montrouge",FALSE
"Carrefour Pleyel","Mairie de Montrouge",FALSE
"Saint-Denis – Porte de Paris","Mairie de Montrouge",FALSE
"Basilique de Saint-Denis","Mairie de Montrouge",FALSE
"Saint-Denis – Université","Mairie de Montrouge",FALSE
"La Défense - Grande Arche","Barbara",FALSE
"Esplanade de la Défense","Barbara",FALSE
"Pont de Neuilly","Barbara",FALSE
"Les Sablons","Barbara",FALSE
"Porte Maillot","Barbara",FALSE
"Argentine","Barbara",FALSE
"Charles de Gaulle - Étoile","Barbara",FALSE
"George V","Barbara",FALSE
"Franklin D. Roosevelt","Barbara",FALSE
"Champs-Élysées - Clemenceau","Barbara",FALSE
"Concorde","Barbara",FALSE
"Tuileries","Barbara",FALSE
"Palais Royal - Musée du Louvre","Barbara",FALSE
"Louvre - Rivoli","Barbara",FALSE
"Châtelet","Barbara",FALSE
"Hôtel de Ville","Barbara",FALSE
"Saint-Paul","Barbara",FALSE
"Bastille","Barbara",FALSE
"Gare de Lyon","Barbara",FALSE
"Reuilly - Diderot","Barbara",FALSE
"Nation","Barbara",FALSE
"Porte de Vincennes","Barbara",FALSE
"Saint-Mandé","Barbara",FALSE
"Bérault","Barbara",FALSE
"Château de Vincennes","Barbara",FALSE
"Porte Dauphine","Barbara",FALSE
"Victor Hugo","Barbara",FALSE
"Ternes","Barbara",FALSE
"Courcelles","Barbara",FALSE
"Monceau","Barbara",FALSE
"Villiers","Barbara",FALSE
"Rome","Barbara",FALSE
"Place de Clichy","Barbara",FALSE
"Blanche","Barbara",FALSE
"Pigalle","Barbara",FALSE
"Anvers","Barbara",FALSE
"Barbès - Rochechouart","Barbara",FALSE
"La Chapelle","Barbara",FALSE
"Stalingrad","Barbara",FALSE
"Jaurès","Barbara",FALSE
"Colonel Fabien","Barbara",FALSE
"Belleville","Barbara",FALSE
"Couronnes","Barbara",FALSE
"Ménilmontant","Barbara",FALSE
"Rue Saint-Maur","Barbara",FALSE
"Parmentier","Barbara",FALSE
"Richard-Lenoir","Barbara",FALSE
"Bréguet - Sabin","Barbara",FALSE
"Chemin Vert","Barbara",FALSE
"Saint-Ambroise","Barbara",FALSE
"Voltaire","Barbara",FALSE
"Charonne","Barbara",FALSE
"Philippe Auguste","Barbara",FALSE
"Alexandre Dumas","Barbara",FALSE
"Avron","Barbara",FALSE
"Pont de Levallois - Bécon","Barbara",FALSE
"Anatole France","Barbara",FALSE
"Louise Michel","Barbara",FALSE
"Porte de Champerret","Barbara",FALSE
"Pereire","Barbara",FALSE
"Wagram","Barbara",FALSE
"Malesherbes","Barbara",FALSE
"Europe","Barbara",FALSE
"Saint-Lazare","Barbara",FALSE
"Havre - Caumartin","Barbara",FALSE
"Opéra","Barbara",FALSE
"Quatre Septembre","Barbara",FALSE
"Bourse","Barbara",FALSE
"Sentier","Barbara",FALSE
"Réaumur - Sébastopol","Barbara",FALSE
"Arts et Métiers","Barbara",FALSE
"Temple","Barbara",FALSE
"République","Barbara",FALSE
"Père Lachaise","Barbara",FALSE
"Gambetta","Barbara",FALSE
"Porte de Bagnolet","Barbara",FALSE
"Gallieni","Barbara",FALSE
"Porte de Clignancourt","Barbara",FALSE
"Simplon","Barbara",FALSE
"Marcadet - Poissonniers","Barbara",FALSE
"Château Rouge","Barbara",FALSE
"Gare du Nord","Barbara",FALSE
"Gare de l'Est","Barbara",FALSE
"Château d'Eau","Barbara",FALSE
"Strasbourg - Saint-Denis","Barbara",FALSE
"Étienne Marcel","Barbara",FALSE
"Les Halles","Barbara",FALSE
"Cité","Barbara",FALSE
"Saint-Michel","Barbara",FALSE
"Odéon","Barbara",FALSE
"Saint-Germain-des-Prés","Barbara",FALSE
"Saint-Sulpice","Barbara",FALSE
"Saint-Placide","Barbara",FALSE
"Montparnasse - Bienvenüe","Barbara",FALSE
"Vavin","Barbara",FALSE
"Raspail","Barbara",FALSE
"Denfert-Rochereau","Barbara",FALSE
"Mouton-Duvernet","Barbara",FALSE
"Alésia","Barbara",FALSE
"Porte d'Orléans","Barbara",FALSE
"Mairie de Montrouge","Barbara",TRUE
"Barbara","Barbara",FALSE
"Bagneux - Lucie Aubrac","Barbara",TRUE
"Bobigny - Pablo Picasso","Barbara",FALSE
"Bobigny - Pantin - Raymond Queneau","Barbara",FALSE
"Église de Pantin","Barbara",FALSE
"Hoche","Barbara",FALSE
"Porte de Pantin","Barbara",FALSE
"Ourcq","Barbara",FALSE
"Laumière","Barbara",FALSE
"Jacques Bonsergent","Barbara",FALSE
"Oberkampf","Barbara",FALSE
"Quai de la Rapée","Barbara",FALSE
"Gare d'Austerlitz","Barbara",FALSE
"Saint-Marcel","Barbara",FALSE
"Campo-Formio","Barbara",FALSE
"Place d'Italie","Barbara",FALSE
"Kléber","Barbara",FALSE
"Boissière","Barbara",FALSE
"Trocadéro","Barbara",FALSE
"Passy","Barbara",FALSE
"Bir-Hakeim","Barbara",FALSE
"Dupleix","Barbara",FALSE
"La Motte-Picquet - Grenelle","Barbara",FALSE
"Cambronne","Barbara",FALSE
"Sèvres - Lecourbe","Barbara",FALSE
"Pasteur","Barbara",FALSE
"Edgar Quinet","Barbara",FALSE
"Saint-Jacques","Barbara",FALSE
"Glacière","Barbara",FALSE
"Corvisart","Barbara",FALSE
"Nationale","Barbara",FALSE
"Chevaleret","Barbara",FALSE
"Quai de la Gare","Barbara",FALSE
"Bercy","Barbara",FALSE
"Dugommier","Barbara",FALSE
"Daumesnil","Barbara",FALSE
"Bel-Air","Barbara",FALSE
"Picpus","Barbara",FALSE
"La Courneuve - 8 Mai 1945","Barbara",FALSE
"Fort d'Aubervilliers","Barbara",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Barbara",FALSE
"Porte de la Villette","Barbara",FALSE
"Corentin Cariou","Barbara",FALSE
"Crimée","Barbara",FALSE
"Riquet","Barbara",FALSE
"Louis Blanc","Barbara",FALSE
"Château-Landon","Barbara",FALSE
"Poissonnière","Barbara",FALSE
"Cadet","Barbara",FALSE
"Le Peletier","Barbara",FALSE
"Chaussée d'Antin - La Fayette","Barbara",FALSE
"Pyramides","Barbara",FALSE
"Pont Neuf","Barbara",FALSE
"Pont Marie","Barbara",FALSE
"Sully - Morland","Barbara",FALSE
"Jussieu","Barbara",FALSE
"Place Monge","Barbara",FALSE
"Censier - Daubenton","Barbara",FALSE
"Les Gobelins","Barbara",FALSE
"Tolbiac","Barbara",FALSE
"Maison Blanche","Barbara",FALSE
"Porte d'Italie","Barbara",FALSE
"Porte de Choisy","Barbara",FALSE
"Porte d'Ivry","Barbara",FALSE
"Pierre et Marie Curie","Barbara",FALSE
"Mairie d'Ivry","Barbara",FALSE
"Balard","Barbara",FALSE
"Lourmel","Barbara",FALSE
"Boucicaut","Barbara",FALSE
"Félix Faure","Barbara",FALSE
"Commerce","Barbara",FALSE
"École Militaire","Barbara",FALSE
"La Tour-Maubourg","Barbara",FALSE
"Invalides","Barbara",FALSE
"Madeleine","Barbara",FALSE
"Richelieu - Drouot","Barbara",FALSE
"Grands Boulevards","Barbara",FALSE
"Bonne Nouvelle","Barbara",FALSE
"Filles du Calvaire","Barbara",FALSE
"Saint-Sébastien - Froissart","Barbara",FALSE
"Ledru-Rollin","Barbara",FALSE
"Faidherbe - Chaligny","Barbara",FALSE
"Montgallet","Barbara",FALSE
"Michel Bizot","Barbara",FALSE
"Porte Dorée","Barbara",FALSE
"Porte de Charenton","Barbara",FALSE
"Liberté","Barbara",FALSE
"Charenton - Écoles","Barbara",FALSE
"École Vétérinaire de Maisons-Alfort","Barbara",FALSE
"Maisons-Alfort - Stade","Barbara",FALSE
"Maisons-Alfort - Les Juilliottes","Barbara",FALSE
"Créteil - L'Échat","Barbara",FALSE
"Créteil - Université","Barbara",FALSE
"Créteil - Préfecture","Barbara",FALSE
"Pont de Sèvres","Barbara",FALSE
"Billancourt","Barbara",FALSE
"Marcel Sembat","Barbara",FALSE
"Porte de Saint-Cloud","Barbara",FALSE
"Exelmans","Barbara",FALSE
"Michel-Ange - Molitor","Barbara",FALSE
"Michel-Ange - Auteuil","Barbara",FALSE
"Jasmin","Barbara",FALSE
"Ranelagh","Barbara",FALSE
"La Muette","Barbara",FALSE
"Rue de la Pompe","Barbara",FALSE
"Iéna","Barbara",FALSE
"Alma - Marceau","Barbara",FALSE
"Saint-Philippe du Roule","Barbara",FALSE
"Miromesnil","Barbara",FALSE
"Saint-Augustin","Barbara",FALSE
"Rue des Boulets","Barbara",FALSE
"Buzenval","Barbara",FALSE
"Maraîchers","Barbara",FALSE
"Porte de Montreuil","Barbara",FALSE
"Robespierre","Barbara",FALSE
"Croix de Chavaux","Barbara",FALSE
"Mairie de Montreuil","Barbara",FALSE
"Boulogne - Pont de Saint-Cloud","Barbara",FALSE
"Boulogne - Jean Jaurès","Barbara",FALSE
"Chardon-Lagache","Barbara",FALSE
"Église d'Auteuil","Barbara",FALSE
"Mirabeau","Barbara",FALSE
"Javel - André Citroën","Barbara",FALSE
"Charles Michels","Barbara",FALSE
"Avenue Émile Zola","Barbara",FALSE
"Ségur","Barbara",FALSE
"Duroc","Barbara",FALSE
"Vaneau","Barbara",FALSE
"Sèvres - Babylone","Barbara",FALSE
"Mabillon","Barbara",FALSE
"Cluny - La Sorbonne","Barbara",FALSE
"Maubert - Mutualité","Barbara",FALSE
"Cardinal Lemoine","Barbara",FALSE
"Rambuteau","Barbara",FALSE
"Goncourt","Barbara",FALSE
"Pyrénées","Barbara",FALSE
"Jourdain","Barbara",FALSE
"Place des Fêtes","Barbara",FALSE
"Télégraphe","Barbara",FALSE
"Porte des Lilas","Barbara",FALSE
"Mairie des Lilas","Barbara",FALSE
"Serge Gainsbourg","Barbara",FALSE
"Romainville - Carnot","Barbara",FALSE
"Montreuil - Hôpital","Barbara",FALSE
"La Dhuys","Barbara",FALSE
"Coteaux - Beauclair","Barbara",FALSE
"Rosny-Bois-Perrier","Barbara",FALSE
"Aubervilliers - Front Populaire","Barbara",FALSE
"Porte de la Chapelle","Barbara",FALSE
"Marx Dormoy","Barbara",FALSE
"Jules Joffrin","Barbara",FALSE
"Lamarck - Caulaincourt","Barbara",FALSE
"Abbesses","Barbara",FALSE
"Saint-Georges","Barbara",FALSE
"Notre-Dame-de-Lorette","Barbara",FALSE
"Trinité - d'Estienne d'Orves","Barbara",FALSE
"Assemblée Nationale","Barbara",FALSE
"Solférino","Barbara",FALSE
"Rue du Bac","Barbara",FALSE
"Rennes","Barbara",FALSE
"Notre-Dame-des-Champs","Barbara",FALSE
"Falguière","Barbara",FALSE
"Volontaires","Barbara",FALSE
"Vaugirard","Barbara",FALSE
"Convention","Barbara",FALSE
"Porte de Versailles","Barbara",FALSE
"Corentin Celton","Barbara",FALSE
"Mairie d'Issy","Barbara",FALSE
"Saint-Denis – Pleyel","Barbara",FALSE
"Mairie de Saint-Ouen","Barbara",FALSE
"Porte de Clichy","Barbara",FALSE
"Pont Cardinet","Barbara",FALSE
"Cour Saint-Émilion","Barbara",FALSE
"Bibliothèque François Mitterrand","Barbara",FALSE
"Olympiades","Barbara",FALSE
" Hôpital Bicêtre","Barbara",FALSE
"Villejuif – Gustave Roussy","Barbara",FALSE
"L'Haÿ-les-Roses","Barbara",FALSE
"Chevilly-Larue","Barbara",FALSE
"Thiais-Orly","Barbara",FALSE
"Aéroport d'Orly","Barbara",FALSE
"Saint-Fargeau","Barbara",FALSE
"Pelleport","Barbara",FALSE
"Bolivar","Barbara",FALSE
"Buttes Chaumont","Barbara",FALSE
"Botzaris","Barbara",FALSE
"Pré Saint-Gervais","Barbara",FALSE
"Danube","Barbara",FALSE
"La Fourche","Barbara",FALSE
"Liège","Barbara",FALSE
"Champs-Élysées – Clemenceau","Barbara",FALSE
"Varenne","Barbara",FALSE
"Saint-François-Xavier","Barbara",FALSE
"Montparnasse – Bienvenüe","Barbara",FALSE
"Gaîté","Barbara",FALSE
"Pernety","Barbara",FALSE
"Plaisance","Barbara",FALSE
"Porte de Vanves","Barbara",FALSE
"Malakoff – Plateau de Vanves","Barbara",FALSE
"Malakoff – Rue Étienne Dolet","Barbara",FALSE
"Châtillon – Montrouge","Barbara",FALSE
"Brochant","Barbara",FALSE
"Mairie de Clichy","Barbara",FALSE
"Gabriel Péri","Barbara",FALSE
"Les Agnettes","Barbara",FALSE
"Les Courtilles","Barbara",FALSE
"Guy Môquet","Barbara",FALSE
"Porte de Saint-Ouen","Barbara",FALSE
"Garibaldi","Barbara",FALSE
"Carrefour Pleyel","Barbara",FALSE
"Saint-Denis – Porte de Paris","Barbara",FALSE
"Basilique de Saint-Denis","Barbara",FALSE
"Saint-Denis – Université","Barbara",FALSE
"La Défense - Grande Arche","Bagneux - Lucie Aubrac",FALSE
"Esplanade de la Défense","Bagneux - Lucie Aubrac",FALSE
"Pont de Neuilly","Bagneux - Lucie Aubrac",FALSE
"Les Sablons","Bagneux - Lucie Aubrac",FALSE
"Porte Maillot","Bagneux - Lucie Aubrac",FALSE
"Argentine","Bagneux - Lucie Aubrac",FALSE
"Charles de Gaulle - Étoile","Bagneux - Lucie Aubrac",FALSE
"George V","Bagneux - Lucie Aubrac",FALSE
"Franklin D. Roosevelt","Bagneux - Lucie Aubrac",FALSE
"Champs-Élysées - Clemenceau","Bagneux - Lucie Aubrac",FALSE
"Concorde","Bagneux - Lucie Aubrac",FALSE
"Tuileries","Bagneux - Lucie Aubrac",FALSE
"Palais Royal - Musée du Louvre","Bagneux - Lucie Aubrac",FALSE
"Louvre - Rivoli","Bagneux - Lucie Aubrac",FALSE
"Châtelet","Bagneux - Lucie Aubrac",FALSE
"Hôtel de Ville","Bagneux - Lucie Aubrac",FALSE
"Saint-Paul","Bagneux - Lucie Aubrac",FALSE
"Bastille","Bagneux - Lucie Aubrac",FALSE
"Gare de Lyon","Bagneux - Lucie Aubrac",FALSE
"Reuilly - Diderot","Bagneux - Lucie Aubrac",FALSE
"Nation","Bagneux - Lucie Aubrac",FALSE
"Porte de Vincennes","Bagneux - Lucie Aubrac",FALSE
"Saint-Mandé","Bagneux - Lucie Aubrac",FALSE
"Bérault","Bagneux - Lucie Aubrac",FALSE
"Château de Vincennes","Bagneux - Lucie Aubrac",FALSE
"Porte Dauphine","Bagneux - Lucie Aubrac",FALSE
"Victor Hugo","Bagneux - Lucie Aubrac",FALSE
"Ternes","Bagneux - Lucie Aubrac",FALSE
"Courcelles","Bagneux - Lucie Aubrac",FALSE
"Monceau","Bagneux - Lucie Aubrac",FALSE
"Villiers","Bagneux - Lucie Aubrac",FALSE
"Rome","Bagneux - Lucie Aubrac",FALSE
"Place de Clichy","Bagneux - Lucie Aubrac",FALSE
"Blanche","Bagneux - Lucie Aubrac",FALSE
"Pigalle","Bagneux - Lucie Aubrac",FALSE
"Anvers","Bagneux - Lucie Aubrac",FALSE
"Barbès - Rochechouart","Bagneux - Lucie Aubrac",FALSE
"La Chapelle","Bagneux - Lucie Aubrac",FALSE
"Stalingrad","Bagneux - Lucie Aubrac",FALSE
"Jaurès","Bagneux - Lucie Aubrac",FALSE
"Colonel Fabien","Bagneux - Lucie Aubrac",FALSE
"Belleville","Bagneux - Lucie Aubrac",FALSE
"Couronnes","Bagneux - Lucie Aubrac",FALSE
"Ménilmontant","Bagneux - Lucie Aubrac",FALSE
"Rue Saint-Maur","Bagneux - Lucie Aubrac",FALSE
"Parmentier","Bagneux - Lucie Aubrac",FALSE
"Richard-Lenoir","Bagneux - Lucie Aubrac",FALSE
"Bréguet - Sabin","Bagneux - Lucie Aubrac",FALSE
"Chemin Vert","Bagneux - Lucie Aubrac",FALSE
"Saint-Ambroise","Bagneux - Lucie Aubrac",FALSE
"Voltaire","Bagneux - Lucie Aubrac",FALSE
"Charonne","Bagneux - Lucie Aubrac",FALSE
"Philippe Auguste","Bagneux - Lucie Aubrac",FALSE
"Alexandre Dumas","Bagneux - Lucie Aubrac",FALSE
"Avron","Bagneux - Lucie Aubrac",FALSE
"Pont de Levallois - Bécon","Bagneux - Lucie Aubrac",FALSE
"Anatole France","Bagneux - Lucie Aubrac",FALSE
"Louise Michel","Bagneux - Lucie Aubrac",FALSE
"Porte de Champerret","Bagneux - Lucie Aubrac",FALSE
"Pereire","Bagneux - Lucie Aubrac",FALSE
"Wagram","Bagneux - Lucie Aubrac",FALSE
"Malesherbes","Bagneux - Lucie Aubrac",FALSE
"Europe","Bagneux - Lucie Aubrac",FALSE
"Saint-Lazare","Bagneux - Lucie Aubrac",FALSE
"Havre - Caumartin","Bagneux - Lucie Aubrac",FALSE
"Opéra","Bagneux - Lucie Aubrac",FALSE
"Quatre Septembre","Bagneux - Lucie Aubrac",FALSE
"Bourse","Bagneux - Lucie Aubrac",FALSE
"Sentier","Bagneux - Lucie Aubrac",FALSE
"Réaumur - Sébastopol","Bagneux - Lucie Aubrac",FALSE
"Arts et Métiers","Bagneux - Lucie Aubrac",FALSE
"Temple","Bagneux - Lucie Aubrac",FALSE
"République","Bagneux - Lucie Aubrac",FALSE
"Père Lachaise","Bagneux - Lucie Aubrac",FALSE
"Gambetta","Bagneux - Lucie Aubrac",FALSE
"Porte de Bagnolet","Bagneux - Lucie Aubrac",FALSE
"Gallieni","Bagneux - Lucie Aubrac",FALSE
"Porte de Clignancourt","Bagneux - Lucie Aubrac",FALSE
"Simplon","Bagneux - Lucie Aubrac",FALSE
"Marcadet - Poissonniers","Bagneux - Lucie Aubrac",FALSE
"Château Rouge","Bagneux - Lucie Aubrac",FALSE
"Gare du Nord","Bagneux - Lucie Aubrac",FALSE
"Gare de l'Est","Bagneux - Lucie Aubrac",FALSE
"Château d'Eau","Bagneux - Lucie Aubrac",FALSE
"Strasbourg - Saint-Denis","Bagneux - Lucie Aubrac",FALSE
"Étienne Marcel","Bagneux - Lucie Aubrac",FALSE
"Les Halles","Bagneux - Lucie Aubrac",FALSE
"Cité","Bagneux - Lucie Aubrac",FALSE
"Saint-Michel","Bagneux - Lucie Aubrac",FALSE
"Odéon","Bagneux - Lucie Aubrac",FALSE
"Saint-Germain-des-Prés","Bagneux - Lucie Aubrac",FALSE
"Saint-Sulpice","Bagneux - Lucie Aubrac",FALSE
"Saint-Placide","Bagneux - Lucie Aubrac",FALSE
"Montparnasse - Bienvenüe","Bagneux - Lucie Aubrac",FALSE
"Vavin","Bagneux - Lucie Aubrac",FALSE
"Raspail","Bagneux - Lucie Aubrac",FALSE
"Denfert-Rochereau","Bagneux - Lucie Aubrac",FALSE
"Mouton-Duvernet","Bagneux - Lucie Aubrac",FALSE
"Alésia","Bagneux - Lucie Aubrac",FALSE
"Porte d'Orléans","Bagneux - Lucie Aubrac",FALSE
"Mairie de Montrouge","Bagneux - Lucie Aubrac",FALSE
"Barbara","Bagneux - Lucie Aubrac",TRUE
"Bagneux - Lucie Aubrac","Bagneux - Lucie Aubrac",FALSE
"Bobigny - Pablo Picasso","Bagneux - Lucie Aubrac",FALSE
"Bobigny - Pantin - Raymond Queneau","Bagneux - Lucie Aubrac",FALSE
"Église de Pantin","Bagneux - Lucie Aubrac",FALSE
"Hoche","Bagneux - Lucie Aubrac",FALSE
"Porte de Pantin","Bagneux - Lucie Aubrac",FALSE
"Ourcq","Bagneux - Lucie Aubrac",FALSE
"Laumière","Bagneux - Lucie Aubrac",FALSE
"Jacques Bonsergent","Bagneux - Lucie Aubrac",FALSE
"Oberkampf","Bagneux - Lucie Aubrac",FALSE
"Quai de la Rapée","Bagneux - Lucie Aubrac",FALSE
"Gare d'Austerlitz","Bagneux - Lucie Aubrac",FALSE
"Saint-Marcel","Bagneux - Lucie Aubrac",FALSE
"Campo-Formio","Bagneux - Lucie Aubrac",FALSE
"Place d'Italie","Bagneux - Lucie Aubrac",FALSE
"Kléber","Bagneux - Lucie Aubrac",FALSE
"Boissière","Bagneux - Lucie Aubrac",FALSE
"Trocadéro","Bagneux - Lucie Aubrac",FALSE
"Passy","Bagneux - Lucie Aubrac",FALSE
"Bir-Hakeim","Bagneux - Lucie Aubrac",FALSE
"Dupleix","Bagneux - Lucie Aubrac",FALSE
"La Motte-Picquet - Grenelle","Bagneux - Lucie Aubrac",FALSE
"Cambronne","Bagneux - Lucie Aubrac",FALSE
"Sèvres - Lecourbe","Bagneux - Lucie Aubrac",FALSE
"Pasteur","Bagneux - Lucie Aubrac",FALSE
"Edgar Quinet","Bagneux - Lucie Aubrac",FALSE
"Saint-Jacques","Bagneux - Lucie Aubrac",FALSE
"Glacière","Bagneux - Lucie Aubrac",FALSE
"Corvisart","Bagneux - Lucie Aubrac",FALSE
"Nationale","Bagneux - Lucie Aubrac",FALSE
"Chevaleret","Bagneux - Lucie Aubrac",FALSE
"Quai de la Gare","Bagneux - Lucie Aubrac",FALSE
